1.110593323546029243e+00,3.077698859592871017e+01,-1.909089418861447882e+02
-2.046625533115322249e+00,5.161372563441999795e+00,-1.813155934965948006e+02
-1.140539344221024987e+00,1.015546123023770697e+01,-2.755132612766802254e+02
-9.230277193147516934e-01,2.744447017804122169e+01,-4.811471695644332840e+02
2.030113068849151325e+00,1.555547661974192764e+01,3.887919210094243283e+01
-1.155651466664106675e+00,2.584513102556204700e+01,-4.605619040820502050e+02
-1.779796574258139641e+00,7.468392560541477820e+00,-3.486236956780240916e+02
1.444292151070053709e+00,3.086123006634547394e+01,-3.513809975554909784e+02
-2.077549031829646786e+00,2.638813542108603638e+00,-1.782932409597336232e+02
-1.661584560385884313e+00,3.736125141721055254e+00,-1.779796260499943514e+02
-1.138949421462704947e+00,2.125575446968957749e+01,-5.021272417450014700e+02
-1.162447344879973476e+00,6.706083403043568758e+00,-3.420353970475165966e+02
-2.389665982372187525e+00,1.962426928833356010e+00,-3.701309321585371777e+02
-4.216626657417850588e+00,-6.945055423343210466e-01,-2.519173207683096507e+02
-3.304436634156648012e+00,1.854250469268904311e+01,-5.286556386006806179e+02
-7.202233452485998916e-03,2.291686388779487515e+01,-3.628574433355399265e+02
1.155701744529009867e+00,2.995557764869293393e+01,-3.416691688091062815e+02
5.489012045861660916e-01,2.190857720547263554e+01,-2.372595152030210954e+02
-1.902116548797293305e+00,2.775922437274613586e+01,-6.212768400242099460e+02
2.977922690710756992e-01,1.559032268938282684e+01,-3.799873627260188869e+01
1.245117795478519307e+00,2.326909588355758984e+01,7.686951505900249337e+00
2.630724331738404920e-01,1.431865786503828897e+00,1.436819363449330922e+01
-8.793384377376072258e-01,6.438150971411401358e+00,-1.701201140155622227e+02
-6.918953838366295184e-01,5.859538399485691995e-01,-1.564711100006675792e+02
-2.142393182330508405e-01,-2.129954325192958908e+00,-3.762646413145174762e+01
3.436028363691526533e+00,2.383276365070273428e+01,-2.675686381845565620e+01
-2.031109791145663923e+00,2.698932412042508666e+00,-2.824935647300669643e+02
-1.008713940902033812e+00,5.823294993483602688e+00,-3.454011724308373346e+02
1.962087347691237049e-01,9.455972960117305703e+00,-8.666699413516602135e+01
-1.097210704683224014e+00,1.649383594296904176e+00,-1.706664692229136335e+02
-3.385364734587992808e-01,1.293576096815375642e+01,-3.453570584854131766e+02
-6.069473703839303180e-01,2.241983387898064350e+01,-5.058480801506858029e+02
-3.407460625948182109e-01,8.285377113653519032e+00,-1.394208646756231360e+02
2.618705489474126846e+00,3.976592475292584083e+01,-3.096579676397723802e+02
8.260581240446982498e-01,1.642685718214934454e+01,-2.124502551595122100e+02
-1.554794359796278502e-01,3.324782957072816014e+00,-9.030802286103464382e+01
2.953226523605150325e-02,1.096679688129333385e+01,-6.276997880872493596e+01
-5.101160299050294666e-01,5.495800282970609629e+00,-2.199595006224518841e+02
-1.128883976017766910e+00,3.261017256934391373e+00,-1.606299209681960463e+02
9.464784004474070533e-01,2.425762765033766399e+01,2.151071856289665263e+01
1.737801728900864873e-01,1.536440271222466158e+01,-3.228154408642561979e+00
-1.235878768374066405e+00,-3.361612512619958082e+00,-1.709690544086891748e+02
-2.001449070751610826e+00,7.530287241902600570e+00,-2.125605353399829482e+02
-1.512235233317595073e-02,9.031799626030082018e-02,7.679096792020287410e+01
-3.304539646723880786e-01,8.380320066801456136e+00,-6.601163907145061671e+01
7.636428349583906927e-01,1.680349382845142259e+01,-2.017940879917181292e+02
